chem_id	umap1	umap2	Chemical Library	ProductName	n_predicted_inhibited_strains	antibiotic	Reported Activity
Prestw-423	4.718681	2.8764665	Maier et.al.	NA	NA	NA	NA
Prestw-424	6.2272797	2.2842622	Maier et.al.	NA	NA	NA	NA
Prestw-426	8.063359	4.8107886	Maier et.al.	NA	NA	NA	NA
Prestw-428	6.898191	5.2827463	Maier et.al.	NA	NA	NA	NA
Prestw-43	6.7110057	2.8758595	Maier et.al.	NA	NA	NA	NA
Prestw-430	6.704528	5.4850774	Maier et.al.	NA	NA	NA	NA
Prestw-432	-1.1141773	5.4757886	Maier et.al.	NA	NA	NA	NA
Prestw-433	4.219918	4.9681506	Maier et.al.	NA	NA	NA	NA
Prestw-434	7.1583977	4.166245	Maier et.al.	NA	NA	NA	NA
Prestw-435	4.851416	2.7541287	Maier et.al.	NA	NA	NA	NA
Prestw-436	0.19895734	5.5753636	Maier et.al.	NA	NA	NA	NA
Prestw-437	-0.06804592	2.7923636	Maier et.al.	NA	NA	NA	NA
Prestw-438	8.763062	4.2715693	Maier et.al.	NA	NA	NA	NA
Prestw-439	7.4232745	8.606901	Maier et.al.	NA	NA	NA	NA
Prestw-44	8.718261	8.671868	Maier et.al.	NA	NA	NA	NA
Prestw-440	0.3135835	5.810462	Maier et.al.	NA	NA	NA	NA
Prestw-441	3.6694374	6.5951715	Maier et.al.	NA	NA	NA	NA
Prestw-443	9.415423	9.523321	Maier et.al.	NA	NA	NA	NA
Prestw-445	7.9127436	7.668455	Maier et.al.	NA	NA	NA	NA
Prestw-446	6.688747	5.5018463	Maier et.al.	NA	NA	NA	NA
Prestw-447	-1.2682129	5.373672	Maier et.al.	NA	NA	NA	NA
Prestw-448	6.0533543	10.705858	Maier et.al.	NA	NA	NA	NA
Prestw-449	4.7979217	4.3967795	Maier et.al.	NA	NA	NA	NA
Prestw-45	7.0470643	11.682981	Maier et.al.	NA	NA	NA	NA
Prestw-450	5.966402	8.662935	Maier et.al.	NA	NA	NA	NA
Prestw-451	5.2401223	8.952087	Maier et.al.	NA	NA	NA	NA
Prestw-455	5.995477	10.664577	Maier et.al.	NA	NA	NA	NA
Prestw-456	3.7326229	5.279283	Maier et.al.	NA	NA	NA	NA
Prestw-457	7.5749207	7.392691	Maier et.al.	NA	NA	NA	NA
Prestw-458	6.5518107	11.08778	Maier et.al.	NA	NA	NA	NA
Prestw-46	5.767083	11.011885	Maier et.al.	NA	NA	NA	NA
Prestw-460	2.9130843	2.5734744	Maier et.al.	NA	NA	NA	NA
Prestw-461	4.688176	8.795309	Maier et.al.	NA	NA	NA	NA
Prestw-462	7.498587	3.0253766	Maier et.al.	NA	NA	NA	NA
Prestw-463	12.311389	4.012153	Maier et.al.	NA	NA	NA	NA
Prestw-468	6.95197	5.389623	Maier et.al.	NA	NA	NA	NA
Prestw-469	6.6436086	3.475291	Maier et.al.	NA	NA	NA	NA
Prestw-47	6.3621063	7.885769	Maier et.al.	NA	NA	NA	NA
Prestw-470	7.078863	4.0341425	Maier et.al.	NA	NA	NA	NA
Prestw-473	7.0236278	3.1986277	Maier et.al.	NA	NA	NA	NA
Prestw-475	7.0731835	7.721493	Maier et.al.	NA	NA	NA	NA
Prestw-476	5.586781	9.787963	Maier et.al.	NA	NA	NA	NA
Prestw-477	-0.8098554	5.6620793	Maier et.al.	NA	NA	NA	NA
Prestw-478	8.538216	6.1840367	Maier et.al.	NA	NA	NA	NA
Prestw-48	2.9384744	4.184245	Maier et.al.	NA	NA	NA	NA
Prestw-481	6.5212502	11.528771	Maier et.al.	NA	NA	NA	NA
Prestw-482	6.971168	3.3471813	Maier et.al.	NA	NA	NA	NA
Prestw-484	5.414807	9.436472	Maier et.al.	NA	NA	NA	NA
Prestw-485	7.0860367	4.346451	Maier et.al.	NA	NA	NA	NA
Prestw-486	5.31106	2.6981173	Maier et.al.	NA	NA	NA	NA
Prestw-487	8.644583	4.2437043	Maier et.al.	NA	NA	NA	NA
Prestw-488	7.6575074	7.6907387	Maier et.al.	NA	NA	NA	NA
Prestw-489	7.425836	3.1807177	Maier et.al.	NA	NA	NA	NA
Prestw-49	6.491874	5.5915494	Maier et.al.	NA	NA	NA	NA
Prestw-490	9.251175	7.708016	Maier et.al.	NA	NA	NA	NA
Prestw-491	6.4496584	7.658468	Maier et.al.	NA	NA	NA	NA
Prestw-492	8.860151	5.9661093	Maier et.al.	NA	NA	NA	NA
Prestw-493	7.47405	10.195628	Maier et.al.	NA	NA	NA	NA
Prestw-494	7.9427214	8.701878	Maier et.al.	NA	NA	NA	NA
Prestw-495	6.123265	7.9991226	Maier et.al.	NA	NA	NA	NA
Prestw-496	9.6552305	9.383377	Maier et.al.	NA	NA	NA	NA
Prestw-497	7.478676	4.903574	Maier et.al.	NA	NA	NA	NA
Prestw-498	0.019622732	3.1883361	Maier et.al.	NA	NA	NA	NA
Prestw-499	8.65131	6.945761	Maier et.al.	NA	NA	NA	NA
Prestw-5	8.885091	4.998697	Maier et.al.	NA	NA	NA	NA
Prestw-50	7.236745	5.7651877	Maier et.al.	NA	NA	NA	NA
Prestw-500	8.450808	5.2264934	Maier et.al.	NA	NA	NA	NA
Prestw-501	4.468173	1.022127	Maier et.al.	NA	NA	NA	NA
Prestw-502	4.7208643	6.1718845	Maier et.al.	NA	NA	NA	NA
Prestw-503	6.9550066	7.0791974	Maier et.al.	NA	NA	NA	NA
Prestw-504	7.887594	5.828016	Maier et.al.	NA	NA	NA	NA
Prestw-505	9.127831	5.421843	Maier et.al.	NA	NA	NA	NA
Prestw-506	2.9576514	-0.59237695	Maier et.al.	NA	NA	NA	NA
Prestw-509	6.0068245	7.0078063	Maier et.al.	NA	NA	NA	NA
Prestw-51	4.149469	2.1132662	Maier et.al.	NA	NA	NA	NA
Prestw-510	7.341353	7.290819	Maier et.al.	NA	NA	NA	NA
Prestw-511	8.397241	7.2846465	Maier et.al.	NA	NA	NA	NA
Prestw-512	12.284581	3.8797493	Maier et.al.	NA	NA	NA	NA
Prestw-513	7.9660344	7.5978622	Maier et.al.	NA	NA	NA	NA
Prestw-514	9.01183	8.694832	Maier et.al.	NA	NA	NA	NA
Prestw-515	4.0967846	1.761785	Maier et.al.	NA	NA	NA	NA
Prestw-516	2.3076074	3.0455527	Maier et.al.	NA	NA	NA	NA
Prestw-517	2.1960826	2.6674192	Maier et.al.	NA	NA	NA	NA
Prestw-518	-1.4159098	4.951187	Maier et.al.	NA	NA	NA	NA
Prestw-519	5.740167	2.4938247	Maier et.al.	NA	NA	NA	NA
Prestw-52	10.023589	8.451137	Maier et.al.	NA	NA	NA	NA
Prestw-520	9.65779	9.045482	Maier et.al.	NA	NA	NA	NA
Prestw-522	6.222418	3.3630278	Maier et.al.	NA	NA	NA	NA
Prestw-524	7.4469557	11.041389	Maier et.al.	NA	NA	NA	NA
Prestw-525	6.02445	5.03231	Maier et.al.	NA	NA	NA	NA
Prestw-526	8.053291	8.947789	Maier et.al.	NA	NA	NA	NA
Prestw-527	8.50033	9.081726	Maier et.al.	NA	NA	NA	NA
Prestw-528	11.636773	7.8090987	Maier et.al.	NA	NA	NA	NA
Prestw-529	6.213707	7.8318915	Maier et.al.	NA	NA	NA	NA
Prestw-53	6.0625143	7.6693883	Maier et.al.	NA	NA	NA	NA
Prestw-530	8.589389	5.9106874	Maier et.al.	NA	NA	NA	NA
Prestw-531	5.562956	9.398317	Maier et.al.	NA	NA	NA	NA
Prestw-532	8.641493	4.84892	Maier et.al.	NA	NA	NA	NA
Prestw-533	9.787455	7.0330086	Maier et.al.	NA	NA	NA	NA
Prestw-534	7.748405	7.1720324	Maier et.al.	NA	NA	NA	NA
Prestw-535	8.9677515	5.2994046	Maier et.al.	NA	NA	NA	NA
Prestw-536	7.7407813	5.3275247	Maier et.al.	NA	NA	NA	NA
Prestw-537	5.314753	2.3175988	Maier et.al.	NA	NA	NA	NA
Prestw-538	10.580955	8.10711	Maier et.al.	NA	NA	NA	NA
Prestw-539	8.878038	4.6699753	Maier et.al.	NA	NA	NA	NA
Prestw-54	9.950808	8.854962	Maier et.al.	NA	NA	NA	NA
Prestw-540	7.958572	8.538395	Maier et.al.	NA	NA	NA	NA
Prestw-541	6.946892	5.164978	Maier et.al.	NA	NA	NA	NA
Prestw-542	6.696155	5.8176	Maier et.al.	NA	NA	NA	NA
Prestw-543	6.990883	6.48431	Maier et.al.	NA	NA	NA	NA
Prestw-544	2.9359295	-0.6253193	Maier et.al.	NA	NA	NA	NA
Prestw-545	6.8136077	6.8228083	Maier et.al.	NA	NA	NA	NA
Prestw-546	-0.69168895	5.6744256	Maier et.al.	NA	NA	NA	NA
Prestw-547	5.1411314	3.7508392	Maier et.al.	NA	NA	NA	NA
Prestw-548	5.1427007	9.425931	Maier et.al.	NA	NA	NA	NA
Prestw-549	8.003326	4.717023	Maier et.al.	NA	NA	NA	NA
Prestw-55	6.3854985	6.015822	Maier et.al.	NA	NA	NA	NA
Prestw-550	2.0024793	3.0081494	Maier et.al.	NA	NA	NA	NA
Prestw-551	3.9894686	3.9269896	Maier et.al.	NA	NA	NA	NA
Prestw-552	7.534144	6.858071	Maier et.al.	NA	NA	NA	NA
Prestw-553	8.74775	6.266802	Maier et.al.	NA	NA	NA	NA
Prestw-554	6.347886	6.032354	Maier et.al.	NA	NA	NA	NA
Prestw-555	10.950676	8.249671	Maier et.al.	NA	NA	NA	NA
Prestw-557	2.131529	3.3806767	Maier et.al.	NA	NA	NA	NA
Prestw-558	5.4345865	6.1055627	Maier et.al.	NA	NA	NA	NA
Prestw-559	5.5348253	10.410461	Maier et.al.	NA	NA	NA	NA
Prestw-56	6.415078	5.3923345	Maier et.al.	NA	NA	NA	NA
Prestw-560	8.706931	7.6294274	Maier et.al.	NA	NA	NA	NA
Prestw-565	5.015425	6.1997404	Maier et.al.	NA	NA	NA	NA
Prestw-566	5.4054027	5.8093653	Maier et.al.	NA	NA	NA	NA
Prestw-57	7.2855062	5.1798935	Maier et.al.	NA	NA	NA	NA
Prestw-571	6.98984	5.474828	Maier et.al.	NA	NA	NA	NA
Prestw-572	-1.341003	5.067892	Maier et.al.	NA	NA	NA	NA
Prestw-574	6.70809	2.7973588	Maier et.al.	NA	NA	NA	NA
Prestw-576	6.3572364	7.8343744	Maier et.al.	NA	NA	NA	NA
Prestw-58	6.6483803	6.3278740000000004	Maier et.al.	NA	NA	NA	NA
Prestw-583	7.457145	11.18577	Maier et.al.	NA	NA	NA	NA
Prestw-584	4.452737	8.4856415	Maier et.al.	NA	NA	NA	NA
Prestw-587	5.4663057	5.999615	Maier et.al.	NA	NA	NA	NA
Prestw-588	5.3988347	5.4117103	Maier et.al.	NA	NA	NA	NA
Prestw-59	7.3446283	7.570823	Maier et.al.	NA	NA	NA	NA
Prestw-594	9.581471	9.412574	Maier et.al.	NA	NA	NA	NA
Prestw-598	7.3093176	6.067164	Maier et.al.	NA	NA	NA	NA
Prestw-6	-1.3199686	4.8038445	Maier et.al.	NA	NA	NA	NA
Prestw-60	8.197102	7.390092	Maier et.al.	NA	NA	NA	NA
Prestw-607	4.4839134	8.693767	Maier et.al.	NA	NA	NA	NA
Prestw-61	5.8524804	7.6395245	Maier et.al.	NA	NA	NA	NA
Prestw-616	6.282017	5.619108	Maier et.al.	NA	NA	NA	NA
Prestw-617	5.205688	10.000553	Maier et.al.	NA	NA	NA	NA
Prestw-619	-1.2872528	4.6815953	Maier et.al.	NA	NA	NA	NA
Prestw-62	5.034972	6.2616377	Maier et.al.	NA	NA	NA	NA
Prestw-623	9.033772	6.165651	Maier et.al.	NA	NA	NA	NA
Prestw-626	9.676483	7.3349237	Maier et.al.	NA	NA	NA	NA
Prestw-627	6.9585915	9.43374	Maier et.al.	NA	NA	NA	NA
Prestw-63	8.670396	6.2957196	Maier et.al.	NA	NA	NA	NA
Prestw-630	5.2600517	9.983211	Maier et.al.	NA	NA	NA	NA
Prestw-631	7.5058494	9.144042	Maier et.al.	NA	NA	NA	NA
Prestw-632	6.3315887	4.8419695	Maier et.al.	NA	NA	NA	NA
Prestw-633	9.31621	7.0204577	Maier et.al.	NA	NA	NA	NA
Prestw-64	6.2165365	7.74901	Maier et.al.	NA	NA	NA	NA
Prestw-641	7.784793	10.4406395	Maier et.al.	NA	NA	NA	NA
Prestw-643	-1.5387403	4.8661857	Maier et.al.	NA	NA	NA	NA
Prestw-644	5.672781	1.8835235	Maier et.al.	NA	NA	NA	NA
Prestw-645	-1.2886432	4.7688503	Maier et.al.	NA	NA	NA	NA
Prestw-649	6.5754037	3.099027	Maier et.al.	NA	NA	NA	NA
Prestw-65	8.435346	7.233924	Maier et.al.	NA	NA	NA	NA
Prestw-651	6.1377845	5.71466	Maier et.al.	NA	NA	NA	NA
Prestw-652	-0.8189725	4.646282	Maier et.al.	NA	NA	NA	NA
Prestw-653	7.143815	7.044979	Maier et.al.	NA	NA	NA	NA
Prestw-654	8.14569	7.6645017	Maier et.al.	NA	NA	NA	NA
Prestw-655	-1.3406255	4.8275104	Maier et.al.	NA	NA	NA	NA
Prestw-656	-0.065693	2.5600123	Maier et.al.	NA	NA	NA	NA
Prestw-657	8.960177	8.140793	Maier et.al.	NA	NA	NA	NA
Prestw-658	8.666808	7.0935583	Maier et.al.	NA	NA	NA	NA
Prestw-659	7.086945	10.023954	Maier et.al.	NA	NA	NA	NA
Prestw-66	6.8395944	7.7463393	Maier et.al.	NA	NA	NA	NA
Prestw-660	2.1176226	2.9796054	Maier et.al.	NA	NA	NA	NA
Prestw-666	8.47213	6.3209705	Maier et.al.	NA	NA	NA	NA
Prestw-67	8.79385	9.9714365	Maier et.al.	NA	NA	NA	NA
Prestw-671	-1.0161206	5.5323486	Maier et.al.	NA	NA	NA	NA
Prestw-676	-0.46827412	3.1444986	Maier et.al.	NA	NA	NA	NA
Prestw-68	9.382474	6.5169263	Maier et.al.	NA	NA	NA	NA
Prestw-683	3.5651653	4.394221	Maier et.al.	NA	NA	NA	NA
Prestw-688	4.1900554	6.1977286	Maier et.al.	NA	NA	NA	NA
Prestw-69	7.3915424	5.2812605	Maier et.al.	NA	NA	NA	NA
Prestw-692	7.10341	7.1342535	Maier et.al.	NA	NA	NA	NA
Prestw-693	6.323302	7.785384	Maier et.al.	NA	NA	NA	NA
Prestw-694	8.573223	9.058344	Maier et.al.	NA	NA	NA	NA
Prestw-696	8.36606	6.369526	Maier et.al.	NA	NA	NA	NA
Prestw-697	0.21877044	5.717508	Maier et.al.	NA	NA	NA	NA
Prestw-698	6.9650707	6.7214456	Maier et.al.	NA	NA	NA	NA
Prestw-699	10.235172	6.7714143	Maier et.al.	NA	NA	NA	NA
Prestw-7	8.832307	8.371459	Maier et.al.	NA	NA	NA	NA
Prestw-70	6.52782	11.298027	Maier et.al.	NA	NA	NA	NA
Prestw-700	6.882762	3.0723238	Maier et.al.	NA	NA	NA	NA
Prestw-701	4.889016	5.961089	Maier et.al.	NA	NA	NA	NA
Prestw-702	8.698322	9.14889	Maier et.al.	NA	NA	NA	NA
Prestw-703	7.0233665	8.003599	Maier et.al.	NA	NA	NA	NA
Prestw-704	7.297859	5.156556	Maier et.al.	NA	NA	NA	NA
Prestw-705	6.072169	5.685176	Maier et.al.	NA	NA	NA	NA
Prestw-706	7.0152006	7.3406467	Maier et.al.	NA	NA	NA	NA
Prestw-707	7.5983706	7.1751018	Maier et.al.	NA	NA	NA	NA
Prestw-708	6.118825	5.6793013	Maier et.al.	NA	NA	NA	NA
Prestw-709	7.6583557	12.461541	Maier et.al.	NA	NA	NA	NA
Prestw-71	6.356355	11.713699	Maier et.al.	NA	NA	NA	NA
Prestw-711	9.842894	8.659124	Maier et.al.	NA	NA	NA	NA
Prestw-712	9.367459	7.1352987	Maier et.al.	NA	NA	NA	NA
Prestw-713	7.224446	8.365691	Maier et.al.	NA	NA	NA	NA
Prestw-714	2.4178927	-2.3704658	Maier et.al.	NA	NA	NA	NA
Prestw-715	8.74738	9.151881	Maier et.al.	NA	NA	NA	NA
Prestw-716	6.4213047	4.9276505	Maier et.al.	NA	NA	NA	NA
Prestw-717	0.5570803	5.134272	Maier et.al.	NA	NA	NA	NA
Prestw-718	-1.4749268	5.0249825	Maier et.al.	NA	NA	NA	NA
Prestw-719	7.3192606	3.277314	Maier et.al.	NA	NA	NA	NA
Prestw-72	7.061539	7.5322976	Maier et.al.	NA	NA	NA	NA
Prestw-720	7.4808464	3.1220741	Maier et.al.	NA	NA	NA	NA
Prestw-721	7.580338	8.387776	Maier et.al.	NA	NA	NA	NA
Prestw-722	7.0054927	8.258154	Maier et.al.	NA	NA	NA	NA
Prestw-723	6.903339	4.585427	Maier et.al.	NA	NA	NA	NA
Prestw-724	8.673726	9.091605	Maier et.al.	NA	NA	NA	NA
Prestw-725	5.108138	2.162567	Maier et.al.	NA	NA	NA	NA
Prestw-726	7.1694837	6.6856284	Maier et.al.	NA	NA	NA	NA
Prestw-728	8.504627	8.945443	Maier et.al.	NA	NA	NA	NA
Prestw-729	9.194677	8.343028	Maier et.al.	NA	NA	NA	NA
Prestw-73	10.571675	6.9047375	Maier et.al.	NA	NA	NA	NA
Prestw-730	9.976862	8.600213	Maier et.al.	NA	NA	NA	NA
Prestw-731	7.787392	10.828361	Maier et.al.	NA	NA	NA	NA
Prestw-732	3.4321482	-1.0984415	Maier et.al.	NA	NA	NA	NA
Prestw-733	7.0238204	5.07635	Maier et.al.	NA	NA	NA	NA
Prestw-734	-1.548876	5.0351562	Maier et.al.	NA	NA	NA	NA
Prestw-735	6.35709	5.464174	Maier et.al.	NA	NA	NA	NA
Prestw-736	7.16881	3.408778	Maier et.al.	NA	NA	NA	NA
Prestw-737	-0.2935347	3.86518	Maier et.al.	NA	NA	NA	NA
Prestw-738	6.7293754	4.0733247	Maier et.al.	NA	NA	NA	NA
Prestw-739	9.784459	5.660954	Maier et.al.	NA	NA	NA	NA
Prestw-74	7.9312167	7.610573	Maier et.al.	NA	NA	NA	NA
Prestw-740	7.802285	11.286032	Maier et.al.	NA	NA	NA	NA
Prestw-741	7.9895616	0.9385043	Maier et.al.	NA	NA	NA	NA
Prestw-742	8.698273	9.214267	Maier et.al.	NA	NA	NA	NA
Prestw-743	-0.908643	5.5032387	Maier et.al.	NA	NA	NA	NA
Prestw-744	7.742655	5.6286254	Maier et.al.	NA	NA	NA	NA
Prestw-745	2.183186	3.2390118	Maier et.al.	NA	NA	NA	NA
Prestw-746	4.9653277	6.056255	Maier et.al.	NA	NA	NA	NA
Prestw-748	0.34911385	2.8215175	Maier et.al.	NA	NA	NA	NA
Prestw-749	8.523613	5.427816	Maier et.al.	NA	NA	NA	NA
Prestw-75	8.222057	7.255572	Maier et.al.	NA	NA	NA	NA
Prestw-750	2.593216	3.0621486	Maier et.al.	NA	NA	NA	NA
Prestw-751	5.404886	8.89982	Maier et.al.	NA	NA	NA	NA
Prestw-752	9.33999	8.83826	Maier et.al.	NA	NA	NA	NA
Prestw-753	3.7934613	5.207964	Maier et.al.	NA	NA	NA	NA
Prestw-754	11.052873	7.7599406	Maier et.al.	NA	NA	NA	NA
Prestw-755	6.5853443	4.179404	Maier et.al.	NA	NA	NA	NA
Prestw-756	10.822708	6.9404707	Maier et.al.	NA	NA	NA	NA
Prestw-757	11.134748	7.189489	Maier et.al.	NA	NA	NA	NA
Prestw-758	2.9951575	-0.6496829	Maier et.al.	NA	NA	NA	NA
Prestw-759	4.6198063	3.7529593	Maier et.al.	NA	NA	NA	NA
Prestw-76	5.241652	9.540724	Maier et.al.	NA	NA	NA	NA
Prestw-760	7.0691786	7.0743275	Maier et.al.	NA	NA	NA	NA
Prestw-761	8.922662	6.531184	Maier et.al.	NA	NA	NA	NA
Prestw-762	9.029667	9.027455	Maier et.al.	NA	NA	NA	NA
Prestw-763	8.266845	5.260093	Maier et.al.	NA	NA	NA	NA
Prestw-764	5.951018	4.1502814	Maier et.al.	NA	NA	NA	NA
Prestw-765	7.54403	6.1183286	Maier et.al.	NA	NA	NA	NA
Prestw-766	6.477946	3.3373415	Maier et.al.	NA	NA	NA	NA
Prestw-767	2.97456	-0.5561131	Maier et.al.	NA	NA	NA	NA
Prestw-768	8.628776	0.9303041	Maier et.al.	NA	NA	NA	NA
Prestw-769	8.519209	9.0869055	Maier et.al.	NA	NA	NA	NA
Prestw-77	-1.4149612	5.198511	Maier et.al.	NA	NA	NA	NA
Prestw-770	6.9119377	6.8735366	Maier et.al.	NA	NA	NA	NA
Prestw-771	-1.2857177	4.6923183999999996	Maier et.al.	NA	NA	NA	NA
Prestw-772	9.107541	9.21015	Maier et.al.	NA	NA	NA	NA
Prestw-773	-0.6638739	6.16286	Maier et.al.	NA	NA	NA	NA
Prestw-774	-1.4370513	4.7605414	Maier et.al.	NA	NA	NA	NA
Prestw-775	8.408744	9.040628	Maier et.al.	NA	NA	NA	NA
Prestw-776	9.512198	5.809378	Maier et.al.	NA	NA	NA	NA
Prestw-777	4.2542663	2.422752	Maier et.al.	NA	NA	NA	NA
Prestw-778	7.6424336	6.8430276	Maier et.al.	NA	NA	NA	NA
Prestw-779	8.961699	9.070552	Maier et.al.	NA	NA	NA	NA
Prestw-78	5.9358764	7.7555876	Maier et.al.	NA	NA	NA	NA
Prestw-780	7.202676	11.212586	Maier et.al.	NA	NA	NA	NA
Prestw-781	-1.2841221	4.7181697	Maier et.al.	NA	NA	NA	NA
Prestw-782	10.666493	5.2700276	Maier et.al.	NA	NA	NA	NA
Prestw-783	9.75041	6.77517	Maier et.al.	NA	NA	NA	NA
Prestw-784	7.407517	8.101748	Maier et.al.	NA	NA	NA	NA
Prestw-785	7.852314	12.386028	Maier et.al.	NA	NA	NA	NA
Prestw-786	7.7274804	8.786716	Maier et.al.	NA	NA	NA	NA
Prestw-787	8.673666	11.662638	Maier et.al.	NA	NA	NA	NA
Prestw-788	5.7113333	5.8059697	Maier et.al.	NA	NA	NA	NA
Prestw-789	5.7187896	5.4807267	Maier et.al.	NA	NA	NA	NA
Prestw-79	7.4512877	7.240852	Maier et.al.	NA	NA	NA	NA
Prestw-790	2.6834893	3.2422087	Maier et.al.	NA	NA	NA	NA
Prestw-791	7.023387	11.759257	Maier et.al.	NA	NA	NA	NA
Prestw-792	5.6526403	10.301544	Maier et.al.	NA	NA	NA	NA
Prestw-793	7.2627215	7.080332	Maier et.al.	NA	NA	NA	NA
Prestw-794	5.313297	6.0439262	Maier et.al.	NA	NA	NA	NA
Prestw-795	8.663766	7.789525	Maier et.al.	NA	NA	NA	NA
Prestw-796	0.61054504	5.7444715	Maier et.al.	NA	NA	NA	NA
Prestw-797	6.1888733	7.671942	Maier et.al.	NA	NA	NA	NA
Prestw-798	11.035064	6.8805294	Maier et.al.	NA	NA	NA	NA
Prestw-799	7.3183184	7.1079354	Maier et.al.	NA	NA	NA	NA
Prestw-8	7.607555	9.0475235	Maier et.al.	NA	NA	NA	NA
Prestw-80	8.851804	5.2214346	Maier et.al.	NA	NA	NA	NA
Prestw-800	8.7962885	9.29065	Maier et.al.	NA	NA	NA	NA
Prestw-801	6.9848657	7.5081625	Maier et.al.	NA	NA	NA	NA
Prestw-802	7.9448442	8.57621	Maier et.al.	NA	NA	NA	NA
Prestw-803	1.9391938	1.8922365	Maier et.al.	NA	NA	NA	NA
Prestw-804	2.952445	-0.5623219	Maier et.al.	NA	NA	NA	NA
Prestw-805	4.749626	8.76142	Maier et.al.	NA	NA	NA	NA
Prestw-806	7.0637517	7.4286566	Maier et.al.	NA	NA	NA	NA
Prestw-807	6.895493	7.281542	Maier et.al.	NA	NA	NA	NA
Prestw-808	8.745405	5.8665075	Maier et.al.	NA	NA	NA	NA
Prestw-809	7.9855046	8.567345	Maier et.al.	NA	NA	NA	NA
Prestw-81	6.4435644	3.2536378	Maier et.al.	NA	NA	NA	NA
Prestw-810	8.689774	9.807747	Maier et.al.	NA	NA	NA	NA
Prestw-812	8.147197	12.129193	Maier et.al.	NA	NA	NA	NA
Prestw-813	8.095748	1.7931548	Maier et.al.	NA	NA	NA	NA
Prestw-814	7.2601104	4.4063563	Maier et.al.	NA	NA	NA	NA
Prestw-815	11.885819	8.167074	Maier et.al.	NA	NA	NA	NA
Prestw-816	9.698254	9.38992	Maier et.al.	NA	NA	NA	NA
Prestw-818	6.2119937	4.99835	Maier et.al.	NA	NA	NA	NA
Prestw-819	7.17049	4.2441616	Maier et.al.	NA	NA	NA	NA
Prestw-820	9.467317	1.648958	Maier et.al.	NA	NA	NA	NA
Prestw-821	6.5570493	4.0886416	Maier et.al.	NA	NA	NA	NA
Prestw-822	6.914241	7.1001563	Maier et.al.	NA	NA	NA	NA
Prestw-823	8.622242	8.993016	Maier et.al.	NA	NA	NA	NA
Prestw-824	7.97879	8.59134	Maier et.al.	NA	NA	NA	NA
Prestw-825	7.6903424	8.466256	Maier et.al.	NA	NA	NA	NA
Prestw-826	7.209892	6.4215693	Maier et.al.	NA	NA	NA	NA
Prestw-827	6.91984	6.939773	Maier et.al.	NA	NA	NA	NA
Prestw-829	4.1131277	1.8549343	Maier et.al.	NA	NA	NA	NA
Prestw-83	6.5045123	5.783644	Maier et.al.	NA	NA	NA	NA
Prestw-830	7.2791867	10.790765	Maier et.al.	NA	NA	NA	NA
Prestw-831	6.3299646	5.267614	Maier et.al.	NA	NA	NA	NA
Prestw-832	7.3752403	3.1864526	Maier et.al.	NA	NA	NA	NA
Prestw-833	4.4075723	3.5483892	Maier et.al.	NA	NA	NA	NA
Prestw-834	7.167307	10.4386425	Maier et.al.	NA	NA	NA	NA
Prestw-835	3.3502073	-1.5029275	Maier et.al.	NA	NA	NA	NA
Prestw-836	9.929632	8.834479	Maier et.al.	NA	NA	NA	NA
Prestw-837	-0.18069783	5.8663983	Maier et.al.	NA	NA	NA	NA
Prestw-838	12.317213	4.3484764	Maier et.al.	NA	NA	NA	NA
Prestw-839	8.854962	1.3746674	Maier et.al.	NA	NA	NA	NA
Prestw-84	5.306082	1.248124	Maier et.al.	NA	NA	NA	NA
Prestw-840	6.1172347	7.718388	Maier et.al.	NA	NA	NA	NA
Prestw-842	6.321193	7.7399807	Maier et.al.	NA	NA	NA	NA
Prestw-843	4.8916483	9.387769	Maier et.al.	NA	NA	NA	NA
Prestw-844	4.9652085	6.0678473	Maier et.al.	NA	NA	NA	NA
Prestw-845	2.1248865	3.3257158000000002	Maier et.al.	NA	NA	NA	NA
Prestw-846	3.629146	6.518145	Maier et.al.	NA	NA	NA	NA
Prestw-847	6.2688475	5.1936603	Maier et.al.	NA	NA	NA	NA
Prestw-848	12.294995	3.9690416	Maier et.al.	NA	NA	NA	NA
Prestw-85	8.865033	7.123721	Maier et.al.	NA	NA	NA	NA
Prestw-850	3.6727076	6.5538006	Maier et.al.	NA	NA	NA	NA
Prestw-851	9.331918	4.935401	Maier et.al.	NA	NA	NA	NA
Prestw-853	12.495302	4.593788	Maier et.al.	NA	NA	NA	NA
Prestw-854	2.1955247	3.374736	Maier et.al.	NA	NA	NA	NA
Prestw-855	-1.2318999	4.588861	Maier et.al.	NA	NA	NA	NA
Prestw-856	9.09275	8.761055	Maier et.al.	NA	NA	NA	NA
Prestw-857	6.1787176	5.180262	Maier et.al.	NA	NA	NA	NA
Prestw-858	5.8819714	9.477283	Maier et.al.	NA	NA	NA	NA
Prestw-859	5.856243	10.487336	Maier et.al.	NA	NA	NA	NA
Prestw-86	8.918382	1.4109957	Maier et.al.	NA	NA	NA	NA
Prestw-860	5.249919	1.5758883	Maier et.al.	NA	NA	NA	NA
Prestw-861	3.4607615	3.9797144	Maier et.al.	NA	NA	NA	NA
Prestw-862	7.0415516	9.97378	Maier et.al.	NA	NA	NA	NA
Prestw-863	4.5039105	-0.35748667	Maier et.al.	NA	NA	NA	NA
Prestw-864	5.140274	1.6076071	Maier et.al.	NA	NA	NA	NA
